# Batch 8 Complete Database Rows
# Session 15 - 25 exercises (Lines 226-250)
# Shoulders (11) + Triceps (14)
# Format: Name | Primary | Secondary | Type | Equipment | Level | Region | Movement | Modality | Steps | Cues | References | ExRx | JEFIT | CoachWhitt | Sports

Dumbbell Lateral Raise | Deltoideus (lateral/middle head) | Deltoideus (anterior head), trapezius (upper fibers), supraspinatus | Isolation | Dumbbells | Beginner to Intermediate | Upper | Isolation | Free Weight | 1. Stand feet shoulder-width holding dumbbells at sides, palms facing inward 2. Maintain slight elbow bend (10-15 degrees) throughout movement 3. Raise both arms simultaneously out to sides and slightly forward 4. Lift until arms reach shoulder height (90-degree abduction) 5. Lower with control over 2-3 seconds 6. Avoid momentum, keep movement smooth 7. Complete 10-15 reps maintaining strict form | 1. Lead with elbows to maximize lateral deltoid engagement 2. Slight forward arm path reduces impingement risk 3. Pause at top 1-2 seconds with conscious contraction 4. Control eccentric phase (3-4 seconds) for hypertrophy 5. Neutral grip for overall activation, internal rotation for posterior emphasis | Campos et al. (2025). Dumbbell vs cable lateral raises. Front Physiol. https://www.frontiersin.org/journals/physiology/articles/10.3389/fphys.2025.1611468/full; EMG Analysis of Lateral Raise Variations. PMC. https://pmc.ncbi.nlm.nih.gov/articles/PMC7503819/; Sweeney (2018). EMG analysis of deltoid. UW-La Crosse; Systematic review deltoid activation. ScienceDirect | Swimming, Baseball, Tennis, Volleyball, Basketball, American Football, Boxing, MMA, Gymnastics, Rock Climbing, Bodybuilding, CrossFit | [TBD] | [TBD] | [TBD]
Close-Grip Bench Press | Triceps brachii (lateral head, medial head), pectoralis major | Anterior deltoid, triceps brachii (long head) | Compound | Barbell, bench, squat rack | Intermediate | Upper | Push | Free Weight | 1. Lie on flat bench, position barbell at eye level, feet flat 2. Grip barbell shoulder-width or slightly narrower (12-16 inches between hands) 3. Unrack bar with assistance, position over mid-chest 4. Lower bar with control to lower chest/upper abdomen, elbows tucked closer than standard bench 5. Touch chest lightly (don't bounce), press back up to full extension 6. Maintain tight core and shoulder blade retraction 7. Complete 6-10 reps before re-racking with assistance | 1. Grip width critical: shoulder-width optimizes triceps activation without wrist strain 2. Elbow tuck (~45 degrees from torso) emphasizes triceps vs wide flare 3. Bar path slight arc ending over mid-chest, not directly vertical 4. Long head not maximally engaged due to lack of shoulder flexion 5. Excellent for pressing strength while emphasizing triceps | Effect of Grip Width on Bench Press. PMC. https://pmc.ncbi.nlm.nih.gov/articles/PMC8296276/; Science Says: Best Triceps Exercises. The Barbell; Does Close Grip Work All Tricep Heads. Gunsmith Fitness; Weighted Dips vs Close-Grip. BOXROX | American Football, Rugby, Powerlifting, Bodybuilding, Wrestling, MMA, Boxing, CrossFit, Strongman, Basketball, Volleyball, Track & Field | [TBD] | [TBD] | [TBD]
Forward Lean Dips | Triceps brachii (all three heads), pectoralis major (sternal head) | Anterior deltoid, trapezius, rhomboids, core stabilizers | Compound | Parallel bars or dip station | Intermediate to Advanced | Upper | Push | Bodyweight | 1. Grip parallel bars shoulder-width, jump to support with arms extended 2. Keep shoulders down/back, engage core, lean torso forward 10-30 degrees 3. Lower body by bending elbows, keep elbows close to sides 4. Descend until elbows 90 degrees or shoulders level with elbows 5. Press through palms to extend elbows, return to start with lockout 6. Avoid swinging or kicking legs, maintain controlled tempo 7. Complete 5-12 reps or use assistance for progression | 1. Forward lean 10-30 degrees increases pectoralis major activation vs upright 2. Long head under significant stretch at bottom, maximizing activation 3. Controlled eccentric (3 seconds) enhances muscle damage for hypertrophy 4. Add weight belt or dumbbell between feet for overload once 12+ reps achieved 5. Upright torso maximizes triceps, forward lean emphasizes chest | McKenzie et al. (2019). Weighted dips EMG triceps; Contreras et al. (2015). Close-grip bench vs dips; Science Says: Best Triceps Exercises. The Barbell; Weighted Dips vs Close-Grip. BOXROX | Gymnastics, CrossFit, Bodybuilding, Powerlifting, Rock Climbing, American Football, Rugby, Wrestling, MMA, Swimming, Basketball, Volleyball | [TBD] | [TBD] | [TBD]
Assisted Dips | Triceps brachii (all three heads), pectoralis major | Anterior deltoid, trapezius, rhomboids | Compound | Assisted dip machine | Beginner | Upper | Push | Machine | 1. Adjust assistance weight (more assistance = easier), step onto platform 2. Grip handles shoulder-width, kneel on assistance pad, arms extended 3. Keep shoulders down/back, engage core, maintain relatively upright torso 4. Lower body by bending elbows until elbows reach 90 degrees 5. Press through palms to extend elbows, return to start position 6. Use assistance to complete full ROM with proper form 7. Complete 8-12 reps, reduce assistance as strength improves | 1. Assistance allows beginners to build strength before progressing to bodyweight 2. Focus on full ROM and controlled tempo rather than heavy weight 3. Long head still benefits from stretch position despite assistance 4. Gradually reduce assistance weight over time for progressive overload 5. Upright torso emphasizes triceps, slight lean increases chest involvement | McKenzie et al. (2019). Dips EMG study; Science Says: Best Triceps Exercises. The Barbell; Weighted Dips vs Close-Grip. BOXROX | Gymnastics, CrossFit, Bodybuilding, Rock Climbing, American Football, Rugby, Wrestling, MMA, Swimming, Basketball, Volleyball | [TBD] | [TBD] | [TBD]
Bench Dips | Triceps brachii (all three heads) | Anterior deltoid, pectoralis major | Compound | Flat bench | Beginner | Upper | Push | Bodyweight | 1. Sit on edge of flat bench, place hands on bench beside hips 2. Extend legs forward with heels on floor, slide hips off bench 3. Support body weight on arms with elbows extended 4. Lower body by bending elbows until upper arms parallel to floor (90 degrees) 5. Press through palms to extend elbows, return to start 6. Maintain control throughout movement, avoid bouncing 7. Complete 10-15 reps | 1. Bench dips allow beginners to learn dip pattern with reduced loading 2. Keep elbows pointing backward, not flared to sides 3. Elevate feet on second bench to increase difficulty 4. Limited ROM compared to parallel bar dips but builds foundational strength 5. Progress to assisted then full dips as strength improves | Science Says: Best Triceps Exercises. The Barbell; EMG analysis triceps exercises. UW; Weighted Dips vs Close-Grip. BOXROX | Gymnastics, CrossFit, Bodybuilding, Rock Climbing, American Football, Rugby, Wrestling, MMA, Swimming, Basketball | [TBD] | [TBD] | [TBD]
Diamond Push-Up | Triceps brachii (all three heads - medial, lateral, long) | Pectoralis major, anterior deltoid, core stabilizers | Compound | Bodyweight, exercise mat (optional) | Intermediate | Upper | Push | Bodyweight | 1. Start in high plank, place hands close together forming diamond with index fingers/thumbs touching 2. Position body in straight line head to heels, engage core and glutes 3. Keep elbows close to sides (not flared), lower body by bending elbows 4. Descend until chest 1-2 inches from hands, maintain diamond position 5. Press through palms to extend elbows, return to start with full lockout 6. Keep head neutral, avoid sagging hips or piking at waist 7. Complete 8-15 reps or modify on knees if needed | 1. Narrow hand stance creates greater elbow extension demand vs standard push-ups 2. All three heads activated but medial and lateral emphasized over long head 3. Keep elbows tucked close - flared elbows shift emphasis to chest 4. Slow eccentric (3-4 seconds) increases time under tension 5. Progress by elevating feet, adding weight vest, or increasing volume | ACE-Sponsored EMG Research Triceps; EMG triceps brachii muscle. UW; Diamond push-up for tricep gains. The Manual; Science Says: Best Triceps Exercises. The Barbell | MMA, Boxing, Wrestling, American Football, Rugby, CrossFit, Bodybuilding, Gymnastics, Rock Climbing, Swimming, Basketball, Military fitness | [TBD] | [TBD] | [TBD]
Dips | Triceps brachii (all three heads), pectoralis major | Anterior deltoid, trapezius, rhomboids, core stabilizers | Compound | Parallel bars or dip station | Intermediate to Advanced | Upper | Push | Bodyweight | 1. Grip parallel bars shoulder-width, jump or step to support with arms extended 2. Keep shoulders down/back, engage core, position torso upright for triceps emphasis 3. Lower body by bending elbows, keep elbows close to sides (not flared) 4. Descend until elbows reach 90 degrees or shoulders level with elbows 5. Press through palms to extend elbows, return to start with full lockout 6. Avoid swinging or kicking legs, maintain controlled tempo 7. Complete 5-12 reps or use assistance/band for progression | 1. Torso angle determines emphasis: upright = triceps, forward lean = chest 2. Long head placed under significant stretch at bottom position 3. Controlled eccentric (3 seconds) enhances muscle damage stimulus 4. Add weight belt or dumbbell between feet once 12+ reps achieved 5. One of most effective exercises for overall triceps development | McKenzie et al. (2019). Weighted dips EMG study; Contreras et al. (2015). Dips triceps development; Science Says: Best Triceps Exercises. The Barbell; Weighted Dips vs Close-Grip. BOXROX | Gymnastics, CrossFit, Bodybuilding, Powerlifting, Rock Climbing, American Football, Rugby, Wrestling, MMA, Swimming, Basketball, Volleyball | [TBD] | [TBD] | [TBD]
Machine Dips | Triceps brachii (all three heads), pectoralis major | Anterior deltoid | Compound | Dip machine (plate-loaded or selectorized) | Beginner to Intermediate | Upper | Push | Machine | 1. Adjust seat height so handles at comfortable starting position, select weight 2. Grip handles shoulder-width, sit with back against pad if provided 3. Keep shoulders down/back, engage core, arms start extended or slightly bent 4. Lower body/handles by bending elbows in controlled motion 5. Descend until elbows reach 90 degrees or machine's full ROM 6. Press through handles to extend elbows, return to start 7. Complete 8-12 reps with controlled tempo | 1. Machine provides stable path for beginners to learn dip movement 2. Adjustable weight allows progressive overload easier than bodyweight 3. Reduced stabilization demand vs free dips allows focus on triceps contraction 4. Fixed path ensures consistent form throughout set 5. Progress to assisted then free dips as strength improves | Science Says: Best Triceps Exercises. The Barbell; EMG analysis triceps. UW; Weighted Dips vs Close-Grip. BOXROX | Gymnastics, CrossFit, Bodybuilding, Rock Climbing, American Football, Rugby, Wrestling, MMA, Swimming, Basketball | [TBD] | [TBD] | [TBD]
Decline Dumbbell Triceps Extension | Triceps brachii (long head emphasis, lateral head, medial head) | Anconeus, core stabilizers | Isolation | Decline bench, dumbbells | Intermediate to Advanced | Upper | Extension | Free Weight | 1. Set decline bench to 15-30 degrees, lie back with head lower than feet 2. Hold dumbbells neutral or pronated grip, extend arms straight above shoulders 3. Keep upper arms stationary and perpendicular to floor, lower dumbbells by bending elbows 4. Lower until forearms parallel to floor or dumbbells beside ears 5. Extend elbows to press dumbbells back to start, achieve full lockout 6. Maintain fixed upper arm position - only elbows move 7. Complete 10-15 reps with controlled tempo (2 sec down, 1 sec up) | 1. Decline angle increases long head stretch vs flat bench 2. Keep upper arms perpendicular and stationary - all movement from elbow only 3. Full ROM critical: lower to max stretch, extend to complete lockout 4. Single-arm variations reveal bilateral imbalances 5. Controlled eccentric maximizes muscle damage stimulus | ACE Study overhead extensions 76% activation; German EMG Study 10 men 11 exercises; Effect shoulder position triceps. PubMed; Science Says: Best Triceps. The Barbell | American Football, Baseball, Basketball, Volleyball, Tennis, Bodybuilding, Powerlifting, CrossFit, Swimming, Boxing, MMA, Wrestling | [TBD] | [TBD] | [TBD]
Decline EZ-Bar Tricep Extension | Triceps brachii (long head emphasis, lateral head, medial head) | Anconeus, core stabilizers | Isolation | Decline bench, EZ-bar | Intermediate to Advanced | Upper | Extension | Free Weight | 1. Set decline bench to 15-30 degrees, lie back with head lower than feet 2. Hold EZ-bar close grip (6-8 inches) at angled portions, arms extended above shoulders 3. Keep upper arms stationary and perpendicular to floor, lower bar by bending elbows 4. Lower in controlled arc toward forehead/behind head until forearms parallel to floor 5. Extend elbows to press bar back to start overhead, achieve full lockout 6. Maintain fixed upper arm position - only elbows move 7. Complete 10-15 reps with strict form (2-3 sec eccentric, 1 sec concentric) | 1. Decline angle creates continuous tension and optimal loading for long head 2. Keep upper arms perpendicular to floor and stationary throughout 3. EZ-bar angled grip reduces wrist and forearm strain vs straight bar 4. Lower bar behind head or to forehead depending on shoulder mobility 5. Full ROM with deep stretch at bottom critical for max activation | ACE Study overhead extensions ranking; Effect shoulder position triceps. PubMed; Science Says: Best Triceps. The Barbell; EMG analysis triceps. UW | American Football, Baseball, Basketball, Volleyball, Swimming, Tennis, Bodybuilding, CrossFit, Powerlifting, Boxing, MMA, Wrestling | [TBD] | [TBD] | [TBD]
Decline Single Dumbbell Triceps Extension | Triceps brachii (long head emphasis, lateral head, medial head) | Anconeus, core stabilizers | Isolation | Decline bench, dumbbell | Intermediate to Advanced | Upper | Extension | Free Weight | 1. Set decline bench to 15-30 degrees, lie back with head lower than feet 2. Hold single dumbbell with both hands, arms extended above shoulders 3. Keep upper arms stationary and perpendicular to floor, lower dumbbell by bending elbows 4. Lower behind head until maximum stretch in triceps 5. Extend elbows to press dumbbell back to start, achieve full lockout 6. Maintain fixed upper arm position throughout 7. Complete 10-15 reps with controlled tempo | 1. Single dumbbell allows deeper stretch than two dumbbells 2. Decline angle increases long head activation vs flat 3. Both arms working together reduces bilateral imbalance concerns 4. Maintain perpendicular upper arms for proper isolation 5. Full ROM crucial for maximizing long head engagement | ACE Study overhead extensions; Effect shoulder position triceps. PubMed; Science Says: Best Triceps; EMG analysis triceps muscle | American Football, Baseball, Basketball, Volleyball, Swimming, Tennis, Bodybuilding, CrossFit, Powerlifting, Boxing, MMA, Wrestling | [TBD] | [TBD] | [TBD]
Decline Single-Arm Dumbbell Triceps Extension | Triceps brachii (long head emphasis, lateral head, medial head) | Anconeus, core stabilizers | Isolation | Decline bench, dumbbell | Intermediate to Advanced | Upper | Extension | Free Weight | 1. Set decline bench to 15-30 degrees, lie back with head lower than feet 2. Hold dumbbell in one hand neutral or pronated grip, extend arm above shoulder 3. Keep upper arm stationary and perpendicular to floor, lower dumbbell by bending elbow 4. Lower until maximum stretch, dumbbell beside ear 5. Extend elbow to press dumbbell back to start, full lockout 6. Maintain fixed upper arm position, complete all reps one side 7. Switch arms and repeat for equal volume | 1. Unilateral allows identification and correction of strength imbalances 2. Decline angle maximizes long head stretch and activation 3. Free arm can assist in maintaining upper arm position 4. Focus on strict form with lighter weight than bilateral 5. Controlled tempo crucial for isolation | ACE Study overhead extensions; Effect shoulder position triceps. PubMed; Science Says: Best Triceps; EMG analysis triceps | American Football, Baseball, Basketball, Volleyball, Swimming, Tennis, Bodybuilding, CrossFit, Powerlifting, Boxing, MMA, Wrestling | [TBD] | [TBD] | [TBD]
