BATCH 9: DATABASE-READY TABLE ROWS (30 exercises)
====================================================================================================

16-COLUMN FORMAT:
Exercise | Primary Muscles | Secondary Muscles | Type | Equipment | Level | Body Region | Movement | Modality | Steps for Beginners | Advanced Key Points | Scientific Reference | Sports Tags | ExRx Video | JEFIT Video | CoachWhitt Video

====================================================================================================

## TRICEPS EXERCISES (22 exercises)

1. | LYING CABLE TRICEPS EXTENSION | Triceps Brachii (Long Head, Lateral Head, Medial Head) | Anconeus | Isolation | Cable machine with straight bar or rope attachment | Intermediate | Upper | Push | Cables | 1. Set cable pulley to lowest position and attach straight bar or rope handle 2. Lie supine on bench positioned 2-3 feet from cable station with head toward pulley 3. Grasp attachment with arms extended overhead, elbows bent at 90 degrees 4. Keep upper arms stationary and perpendicular to floor throughout movement 5. Extend elbows by contracting triceps until arms are fully straightened 6. Lower weight under control, allowing elbows to bend to 90 degrees 7. Maintain consistent tension on cable throughout entire range of motion | 1. Keep upper arms locked in vertical position to isolate triceps and prevent shoulder recruitment 2. Pause briefly at full elbow extension to maximize medial head activation 3. Use slow eccentric phase (3-4 seconds) to increase time under tension 4. Maintain constant cable tension by avoiding full relaxation at bottom position | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. American Council on Exercise. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ ; 4. Landin D, Thompson M, Jackson MR. (2018). Actions of the triceps brachii at the elbow: a biomechanical analysis with implications for exercise. Journal of Clinical Medicine Research 10(7):535-540. DOI: 10.14740/jocmr3475w | American Football, Rugby, Boxing, MMA, Wrestling, Basketball, Volleyball, Gymnastics, Swimming, Baseball, Powerlifting, Strongman | [TBD] | [TBD] | [TBD] |

7. | LYING TRICEP EXTENSIONS | Triceps Brachii (Long Head, Lateral Head, Medial Head) | Anconeus | Isolation | Barbell, EZ-bar, or dumbbells; flat bench | Beginner | Upper | Push | Free Weight | 1. Lie supine on flat bench with head supported and feet planted firmly on floor 2. Grasp barbell or EZ-bar with shoulder-width grip, arms extended vertically above chest 3. Keep upper arms perpendicular to floor and locked in position throughout movement 4. Lower weight in controlled arc toward forehead by bending elbows 5. Stop when forearms are parallel to floor (approximately 90-degree elbow flexion) 6. Extend elbows forcefully to return weight to start position 7. Avoid elbow flare - keep elbows pointing toward ceiling, not outward | 1. Lying position (skull crusher) elicits approximately 62% muscle activation (ACE study) 2. Lower weight to hairline or slightly behind head to increase range of motion 3. Medial head becomes fully involved when elbow flexes past 90 degrees 4. Use controlled eccentric phase (3-4 seconds) to maximize hypertrophy stimulus | 1. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 4. Landin D, Thompson M, Jackson MR. (2018). Actions of the triceps brachii at the elbow: a biomechanical analysis with implications for exercise. Journal of Clinical Medicine Research 10(7):535-540. DOI: 10.14740/jocmr3475w | American Football, Rugby, Boxing, MMA, Wrestling, Basketball, Volleyball, Gymnastics, Swimming, Baseball, Powerlifting, Strongman | [TBD] | [TBD] | [TBD] |

8. | LEANING OVERHEAD TRICEP EXTENSION | Triceps Brachii (Long Head - emphasized, Lateral Head, Medial Head) | Anconeus | Isolation | Dumbbell | Intermediate | Upper | Push | Free Weight | 1. Stand with feet shoulder-width apart, holding dumbbell with both hands overhead 2. Lean torso forward approximately 30-45 degrees from vertical 3. Position dumbbell behind head with elbows bent and pointing upward 4. Keep upper arms stationary in overhead position throughout movement 5. Extend elbows to raise dumbbell overhead until arms are fully extended 6. Lower dumbbell under control back to start position behind head 7. Maintain forward lean and stable core throughout entire set | 1. Forward lean increases long head stretch by adding shoulder flexion component 2. Keep elbows close together (not flared outward) to maximize triceps isolation 3. Allow slight shoulder movement at top of range to fully contract long head 4. Use moderate weight (10-15 reps) to maintain control in overhead position | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Alves D, Matta T, Oliveira L. (2018). Effect of shoulder position on triceps brachii heads activity in dumbbell elbow extension exercises. Journal of Sports Science & Medicine 17(3):439-444. PMID: 28677940 ; 4. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ | Swimming, Baseball, Softball, Volleyball, Tennis, Javelin, Shot Put, Powerlifting, Strongman, Gymnastics, American Football, Rugby | [TBD] | [TBD] | [TBD] |

9. | OVERHEAD DUMBBELL TRICEPS EXTENSION | Triceps Brachii (Long Head - emphasized, Lateral Head, Medial Head) | Anconeus | Isolation | Dumbbell | Beginner | Upper | Push | Free Weight | 1. Stand or sit on bench with back support, feet planted firmly on floor 2. Grasp single dumbbell with both hands, cupping one end of weight (palms facing up) 3. Raise dumbbell overhead with arms fully extended 4. Lower dumbbell behind head by bending elbows while keeping upper arms vertical 5. Stop when forearms are parallel to floor or slightly below 6. Extend elbows to raise dumbbell back to overhead start position 7. Avoid excessive elbow flare - keep elbows pointing forward throughout movement | 1. Overhead position maximally stretches long head for enhanced activation and hypertrophy 2. Keep elbows tucked close together (within 6-8 inches) to maintain triceps tension 3. Lower dumbbell as far as flexibility allows while maintaining shoulder stability 4. Use full range of motion by allowing dumbbell to descend until triceps are fully stretched | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Alves D, Matta T, Oliveira L. (2018). Effect of shoulder position on triceps brachii heads activity in dumbbell elbow extension exercises. Journal of Sports Science & Medicine 17(3):439-444. PMID: 28677940 ; 4. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ | Swimming, Baseball, Softball, Volleyball, Tennis, Javelin, Shot Put, Powerlifting, Strongman, Gymnastics, American Football, Rugby | [TBD] | [TBD] | [TBD] |

10. | OVERHEAD EZ-BAR TRICEPS EXTENSION | Triceps Brachii (Long Head - emphasized, Lateral Head, Medial Head) | Anconeus | Isolation | EZ-bar | Advanced | Upper | Push | Free Weight | 1. Stand or sit on bench with back support, feet planted firmly on floor 2. Grasp EZ-bar with narrow grip using inner angled grips (hands 6-8 inches apart) 3. Raise bar overhead with arms fully extended 4. Lower bar behind head in controlled arc by bending elbows 5. Keep upper arms vertical and stationary throughout movement 6. Stop when forearms are parallel to floor or slightly below 7. Extend elbows forcefully to return bar to overhead start position | 1. EZ-bar reduces wrist strain compared to straight bar while maintaining overhead long head emphasis 2. Keep elbows pointed forward and tucked (not flared outward) throughout range of motion 3. Lower bar as deep as shoulder flexibility allows to maximize triceps stretch 4. Seated variation provides better stability for heavier loads compared to standing 5. Use controlled tempo (2-second concentric, 3-second eccentric) for hypertrophy focus | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Alves D, Matta T, Oliveira L. (2018). Effect of shoulder position on triceps brachii heads activity in dumbbell elbow extension exercises. Journal of Sports Science & Medicine 17(3):439-444. PMID: 28677940 ; 4. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ | Swimming, Baseball, Softball, Volleyball, Tennis, Javelin, Shot Put, Powerlifting, Strongman, Gymnastics, American Football, Rugby | [TBD] | [TBD] | [TBD] |

11. | OVERHEAD ROPE CABLE TRICEP EXTENSION | Triceps Brachii (Long Head - emphasized, Lateral Head, Medial Head) | Anconeus | Isolation | Cable machine with rope attachment | Intermediate | Upper | Push | Cables | 1. Set cable pulley to lowest position and attach rope handle 2. Face away from cable machine, grasping rope ends with neutral grip 3. Step forward 2-3 feet to create tension on cable 4. Position rope behind head with elbows bent and upper arms overhead 5. Keep upper arms stationary and vertical throughout movement 6. Extend elbows to raise rope overhead until arms are fully extended 7. Lower rope under control back to start position behind head | 1. Overhead cable position maintains constant tension on long head throughout range of motion 2. Face away from machine to allow natural overhead arm angle without cable interference 3. Keep elbows tucked close together (6-8 inches apart) to maximize triceps isolation 4. Use full range of motion by lowering rope until triceps are fully stretched | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ ; 4. Landin D, Thompson M, Jackson MR. (2018). Actions of the triceps brachii at the elbow: a biomechanical analysis with implications for exercise. Journal of Clinical Medicine Research 10(7):535-540. DOI: 10.14740/jocmr3475w | Swimming, Baseball, Softball, Volleyball, Tennis, Javelin, Shot Put, Powerlifting, Strongman, Gymnastics, American Football, Rugby | [TBD] | [TBD] | [TBD] |

12. | OVERHEAD SINGLE DUMBBELL TRICEP EXTENSION | Triceps Brachii (Long Head - emphasized, Lateral Head, Medial Head) | Anconeus | Isolation | Dumbbell | Beginner | Upper | Push | Free Weight | 1. Stand or sit on bench with back support, feet planted firmly on floor 2. Grasp single dumbbell with both hands, cupping one end of weight 3. Raise dumbbell overhead with arms fully extended above head 4. Lower dumbbell behind head by bending elbows while keeping upper arms vertical 5. Stop when forearms are parallel to floor or when dumbbell reaches base of neck 6. Extend elbows to raise dumbbell back to overhead start position 7. Keep elbows pointed forward and avoid excessive elbow flare throughout movement | 1. Overhead position places long head in maximal stretch for enhanced hypertrophy 2. Single dumbbell allows greater range of motion compared to barbell variations 3. Lower dumbbell as deep as shoulder flexibility allows while maintaining stability 4. Maintain neutral spine by engaging core throughout movement | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Alves D, Matta T, Oliveira L. (2018). Effect of shoulder position on triceps brachii heads activity in dumbbell elbow extension exercises. Journal of Sports Science & Medicine 17(3):439-444. PMID: 28677940 ; 3. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 4. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ | Swimming, Baseball, Softball, Volleyball, Tennis, Javelin, Shot Put, Powerlifting, Strongman, Gymnastics, American Football, Rugby | [TBD] | [TBD] | [TBD] |

13. | OVERHEAD SINGLE-ARM CABLE TRICEP EXTENSION | Triceps Brachii (Long Head - emphasized, Lateral Head, Medial Head) | Anconeus | Isolation | Cable machine with D-handle attachment | Intermediate | Upper | Push | Cables | 1. Set cable pulley to lowest position and attach D-handle 2. Face away from cable machine, grasping handle with one hand 3. Step forward 2-3 feet to create tension on cable 4. Position working arm overhead with elbow bent, handle behind head 5. Keep upper arm vertical and stationary throughout movement 6. Extend elbow to raise handle overhead until arm is fully extended 7. Lower handle under control back to start position, then repeat for opposite arm | 1. Unilateral cable variation allows identification and correction of strength imbalances 2. Use free hand to stabilize working arm's elbow to prevent drift during movement 3. Overhead cable position maintains constant tension on long head throughout range 4. Keep elbow pointed forward (not outward) to maximize triceps isolation | 1. Maeo S, Wu Y, Huang M, et al. (2023). Triceps brachii hypertrophy is substantially greater after elbow extension training performed in the overhead versus neutral arm position. European Journal of Sport Science 23(6):1240-1250. DOI: 10.1080/17461391.2022.2100279 ; 2. Kholinne E, Zulkarnain RF, Sun YC, et al. (2018). The different role of each head of the triceps brachii muscle in elbow extension. Acta Orthopaedica et Traumatologica Turcica 52(3):201-205. DOI: 10.1016/j.aott.2018.02.005 ; 3. Boehler JD, Porcari JP, Kline D, et al. (2011). ACE Study Identifies Best Triceps Exercises. ACE Fitness Journal. https://www.acefitness.org/certifiednewsarticle/3008/ace-study-identifies-best-triceps-exercises/ ; 4. Botton CE, Wilhelm EN, Ughini CC, et al. (2016). Electromyographical analysis of the deltoid between different strength training exercises. Medicine & Science in Sports & Exercise 48(5S):1110. DOI: 10.1249/01.mss.0000487975.55349.54 | Baseball, Softball, Tennis, Golf, Volleyball, Swimming, Javelin, Shot Put, Boxing, MMA, American Football, Rugby | [TBD] | [TBD] | [TBD] |

